#OTU ID	YD17L1	YD17L2	YD17L3	YD17L4	YD24L1	YD24L2	YD24L3	YD24L4	YD32L1	YD32L2	YD32L3	YD32L4	YD3L1	YD3L2	YD3L3	YD3L4	YD43L1	YD43L2	YD43L3	YD43L4	YD45L1	YD45L2	YD45L3	YD45L4
Zotu3734	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Zotu722	0	0	0	0	0	3	1	0	0	13	9	0	0	0	1	0	0	6	4	5	0	13	0	11
Zotu2068	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	4	0
Zotu4360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Zotu1710	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0
Zotu2766	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu4419	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu618	0	0	0	0	2	3	0	0	1	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu890	0	0	0	0	2	7	0	0	0	0	0	0	8	2	2	0	16	0	0	0	0	3	3	1
Zotu605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	83	2	0	0	0	0
Zotu1717	0	0	0	0	1	6	2	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
Zotu3047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Zotu4421	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu4450	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0
Zotu2921	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu2647	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu2944	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1
Zotu4126	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3878	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
Zotu4432	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3383	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4437	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1470	0	0	0	0	1	19	0	0	0	3	1	0	0	0	0	2	0	2	0	0	0	3	0	0
Zotu4826	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3342	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu2615	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2149	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2018	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
Zotu838	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3103	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu2371	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Zotu589	0	0	0	0	1	0	14	0	0	1	25	0	0	0	0	3	0	0	45	0	0	1	0	0
Zotu3926	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu2510	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	3	0	0
Zotu4361	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1980	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	2
Zotu3889	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2273	0	0	0	0	1	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
Zotu2265	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0
Zotu4689	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Zotu4027	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4865	0	0	0	0	0	1	1	0	4	1	0	0	0	0	0	0	0	0	2	0	2	5	0	1
Zotu3023	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu693	0	0	0	0	0	0	0	19	0	0	14	0	19	1	0	0	3	7	0	0	10	3	0	0
Zotu2178	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	2	0
Zotu926	0	0	0	0	0	0	0	0	0	0	44	0	0	0	1	3	0	0	9	0	0	0	0	0
Zotu4309	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1722	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0
Zotu2546	0	0	0	0	1	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4308	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3890	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4739	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2815	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1649	0	0	0	0	0	7	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu2763	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1014	0	0	0	0	1	21	1	0	0	30	9	8	7	0	1	0	0	0	0	0	0	5	1	0
Zotu1779	0	0	0	0	1	0	0	9	0	0	7	0	0	0	0	2	0	0	2	1	0	0	0	0
Zotu4239	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3874	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu689	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	2
Zotu4313	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4853	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4599	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2289	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Zotu3484	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
Zotu585	0	0	0	0	1	0	1	0	0	0	0	45	0	0	0	0	1	0	0	0	0	0	0	1
Zotu3982	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4323	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2130	0	0	0	0	1	0	0	0	0	7	9	0	0	2	0	0	0	0	0	0	0	0	0	0
Zotu767	0	0	0	0	1	0	0	0	0	0	0	0	7	4	0	12	14	0	0	0	0	0	0	0
Zotu3059	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3045	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu2352	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu5018	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2268	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0
Zotu5032	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu5044	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
Zotu1471	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Zotu1315	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu4562	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Zotu349	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	57	288	0	150
Zotu5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu768	0	0	0	0	1	0	0	0	0	0	0	0	1	18	0	18	1	0	0	0	0	0	0	0
Zotu3747	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2553	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Zotu4298	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu986	0	0	0	0	1	0	7	0	1	0	2	0	0	0	0	2	0	0	0	0	0	41	0	0
Zotu1999	0	0	0	0	1	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2946	0	0	0	0	1	1	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	1
Zotu1244	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Zotu2420	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	2	0	7	0	0	1	0	0	0
Zotu3339	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1
Zotu2435	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	3	0	0	0	0	0
Zotu3305	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3652	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Zotu4941	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3952	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Zotu3575	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu4748	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu5040	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4014	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2966	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Zotu345	0	0	0	0	0	59	0	0	0	22	0	0	0	0	0	0	0	46	0	0	0	206	0	0
Zotu481	0	0	0	0	0	23	0	0	0	5	0	0	0	0	0	1	0	76	0	0	0	22	0	0
Zotu1313	0	0	0	0	0	41	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2098	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1517	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2148	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4113	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu2537	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3721	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2473	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4455	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu755	0	0	0	0	0	19	0	0	0	20	0	0	0	0	0	0	0	19	0	0	0	1	0	0
Zotu4923	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu5056	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu2316	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2179	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1515	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu2312	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	1	0	0	3	0	0	0	0	1
Zotu1234	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21	5	0	0
Zotu4917	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2592	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu3378	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu2168	0	0	0	0	0	12	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu4355	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2569	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3947	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1432	0	0	0	0	0	8	0	0	0	2	1	0	0	0	0	1	0	0	3	3	0	4	0	2
Zotu3034	0	0	0	0	0	43	0	0	0	9	0	2	0	0	2	0	0	4	0	0	0	6	0	0
Zotu2699	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2788	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu3967	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Zotu2414	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
Zotu2930	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2002	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu142	0	0	0	0	0	4	0	0	0	177	36	0	6	0	5	574	2	3	1	0	0	9	0	0
Zotu3380	0	0	0	0	0	24	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4156	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2838	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Zotu1383	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	13	0	0
Zotu412	0	0	0	0	0	2	0	0	0	82	37	0	7	43	0	29	4	1	0	1	0	0	0	0
Zotu2676	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
Zotu1902	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu351	0	0	0	0	0	7	0	24	0	0	1	67	123	8	0	3	1	1	1	1	0	6	0	26
Zotu424	0	0	0	0	0	18	1	0	0	67	0	0	0	0	15	2	0	29	0	3	0	38	0	0
Zotu2392	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	3	0
Zotu1186	0	0	0	0	0	11	0	24	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu3850	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2794	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2803	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2683	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5
Zotu1803	0	0	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0	0	0	2
Zotu2285	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Zotu4872	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1339	0	0	0	0	0	35	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0
Zotu2562	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0
Zotu4874	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3030	0	0	0	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1335	0	0	0	0	0	3	0	0	0	4	0	0	0	0	6	0	3	3	0	0	0	10	0	0
Zotu1876	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Zotu289	0	0	0	0	0	50	0	0	0	63	0	0	0	0	0	0	0	70	0	0	0	189	0	0
Zotu2235	0	0	0	0	0	7	0	0	0	1	2	0	1	1	1	0	1	1	2	0	0	1	0	0
Zotu4325	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4729	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu9	0	0	0	0	0	44	10	2	0	16	0	0	2	0	14	0	0	18302	0	0	0	38	0	0
Zotu3081	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4056	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4937	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3740	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4609	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2535	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0
Zotu5158	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu1009	0	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0
Zotu4883	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1797	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu3377	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3379	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2549	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1277	0	0	0	0	0	12	0	0	0	1	0	0	2	0	0	0	1	6	0	0	0	5	0	0
Zotu2100	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1316	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	0
Zotu1968	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	1
Zotu2901	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4677	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu4929	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2240	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2400	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0
Zotu1041	0	0	0	0	0	10	3	6	0	0	0	0	0	1	0	0	0	2	5	1	1	2	0	14
Zotu1792	0	0	0	0	0	28	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu404	0	0	0	0	0	4	0	0	0	0	0	50	79	19	0	2	1	1	4	1	0	0	0	0
Zotu4034	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Zotu1547	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	14	0	0
Zotu4686	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1599	0	0	0	0	0	3	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu814	0	0	0	0	0	1	11	7	6	0	0	0	0	0	0	0	0	0	0	1	0	4	0	20
Zotu2820	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu68	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1020	0	0	4	0	0	0	13	0	0
Zotu2509	0	0	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1214	0	0	0	0	0	22	0	0	0	12	0	0	0	0	3	0	0	3	0	0	0	14	0	3
Zotu2834	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu2949	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Zotu2397	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Zotu2898	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu3813	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu2266	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
Zotu5066	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3192	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu2538	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3646	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu784	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0
Zotu453	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0
Zotu3607	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu3304	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu1911	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	8	0	0
Zotu3079	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5064	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4908	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1945	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
Zotu441	0	0	0	0	0	5	1	151	2	1	0	0	0	0	1	0	0	1	0	0	0	7	1	0
Zotu3861	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu4157	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu572	0	0	0	0	0	2	17	2	0	1	0	0	0	2	0	1	2	0	0	28	0	2	0	26
Zotu3191	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4048	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5069	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2004	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4814	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu1992	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
Zotu2830	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Zotu2767	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu483	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	1	0	0
Zotu1661	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Zotu1596	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	12
Zotu2915	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2574	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1075	0	0	0	0	0	5	0	0	0	11	0	0	0	0	3	0	0	13	0	0	0	11	0	0
Zotu2156	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	6	0	0
Zotu5061	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1218	0	0	0	0	0	9	0	2	0	0	0	0	0	2	0	0	0	3	0	0	0	5	0	10
Zotu4203	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2769	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1415	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	15
Zotu2208	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
Zotu3483	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0
Zotu4919	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3580	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0
Zotu2894	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu726	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	786	0	0	0	0	0	0
Zotu3689	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5147	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu1794	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0
