#OTU ID	YD17L1	YD17L2	YD17L3	YD17L4	YD24L1	YD24L2	YD24L3	YD24L4	YD32L1	YD32L2	YD32L3	YD32L4	YD3L1	YD3L2	YD3L3	YD3L4	YD43L1	YD43L2	YD43L3	YD43L4	YD45L1	YD45L2	YD45L3	YD45L4
Zotu2804	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1390	0	0	9	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1152	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	73	0	6	0	0
Zotu2748	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Zotu1549	0	0	0	0	0	1	2	0	3	0	0	0	0	1	0	0	0	1	0	2	4	1	0	2
Zotu150	0	0	2	0	0	0	32	724	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	1
Zotu2198	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu2716	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu1506	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
Zotu4563	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1936	0	0	1	0	2	2	0	0	0	0	0	0	0	1	0	0	3	1	0	0	1	2	0	0
Zotu4479	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4252	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1090	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	6	0	6	4	0	0
Zotu1333	0	0	3	0	0	0	0	6	2	0	0	2	1	0	4	0	0	0	0	2	0	0	1	0
Zotu3748	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu2646	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
Zotu2197	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4984	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu301	0	0	3	0	0	0	0	0	0	0	4	0	0	2	3	220	0	6	2	0	0	0	10	0
Zotu2009	0	0	2	8	0	0	0	0	3	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0
Zotu2109	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0
Zotu2877	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2348	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu1358	0	0	1	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0
Zotu2999	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Zotu4106	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Zotu1868	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Zotu1027	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
Zotu2081	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3953	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Zotu2164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
Zotu644	0	0	7	0	0	0	6	1	18	0	0	8	11	0	0	0	0	0	0	2	1	0	19	1
Zotu3901	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1484	0	0	0	0	0	1	0	3	2	0	0	1	0	0	0	0	0	0	1	0	2	1	2	0
Zotu190	0	0	0	0	0	0	0	1	0	543	156	0	0	0	0	0	0	0	1	0	0	4	1	0
Zotu4750	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3120	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4193	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3941	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1728	0	0	3	0	0	3	2	0	1	0	0	1	0	0	0	1	0	1	2	0	0	0	1	3
Zotu4920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu4758	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu189	0	0	0	0	1	0	1	1	0	388	429	1	0	0	2	0	0	0	4	0	0	0	2	0
Zotu1249	0	0	0	0	31	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0
Zotu2255	0	0	3	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
Zotu3756	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5034	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1269	0	0	1	1	0	0	0	6	0	0	1	0	3	0	0	0	0	0	0	9	0	0	0	1
Zotu2885	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2988	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2616	0	0	0	0	0	0	0	0	2	0	0	0	6	0	1	2	0	0	0	0	0	0	0	1
Zotu3836	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu2844	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2840	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Zotu397	0	0	0	146	0	0	0	4	2	0	0	0	0	0	0	0	0	1	0	14	10	1	0	9
Zotu3992	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu752	0	0	0	0	0	0	51	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
Zotu5074	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu525	0	0	0	0	11	0	43	0	8	0	0	1	6	0	0	0	0	0	0	0	19	2	0	2
Zotu628	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4209	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu699	0	0	1	0	21	81	0	0	1	4	2	1	0	0	0	0	0	3	0	0	0	0	0	2
Zotu2575	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1689	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
Zotu2534	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu191	0	0	3	0	0	33	33	1	2	0	6	0	2	0	1	136	0	82	86	0	1	2	0	78
Zotu3745	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3642	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2030	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3
Zotu2659	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu3983	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu491	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	115	18	0	0
Zotu1504	0	0	1	0	2	6	0	0	0	0	1	0	1	0	0	2	0	2	1	0	0	0	0	0
Zotu3736	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu4335	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu3811	0	0	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Zotu4001	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2805	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Zotu366	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	181
Zotu1617	0	0	2	0	0	0	0	3	0	5	1	0	0	0	1	0	0	1	0	4	0	5	0	3
Zotu338	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	166	0	0	1	3
Zotu2906	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3165	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu588	0	0	0	0	0	4	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	29	3	44
Zotu2254	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	8	0	0
Zotu2996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu657	0	0	0	3	0	0	31	1	0	0	0	4	0	0	0	0	0	0	4	3	0	0	1	11
Zotu2270	0	0	2	1	1	2	0	2	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	0
Zotu4873	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1170	0	0	1	2	0	0	0	3	0	2	3	0	2	1	0	0	0	1	0	0	0	0	0	6
Zotu1088	0	0	1	0	0	1	18	0	0	0	4	0	0	0	0	7	1	0	10	2	0	0	0	0
Zotu49	0	0	0	0	0	0	3	3247	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
Zotu3585	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
Zotu2828	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
Zotu4416	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu2829	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu4765	0	0	0	0	6	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Zotu2143	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1407	0	0	2	0	0	1	0	1	0	3	12	1	0	0	0	0	0	0	0	1	0	0	1	0
Zotu2919	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
